,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
327,0.43,Ideal,H,VVS2,62.3,55,943,4.82,4.85,3.01,2193.023256
328,2.1,Very Good,H,SI2,63.3,57,13790,8.2,8.08,5.15,6566.666667
329,1.01,Premium,I,SI2,61.1,58,3874,6.5,6.46,3.96,3835.643564
330,0.32,Good,F,VS2,63.6,57,645,4.34,4.37,2.77,2015.625
331,0.71,Good,E,SI1,63.2,57,2494,5.67,5.72,3.6,3512.676056
332,0.32,Ideal,H,VVS1,61.9,54,708,4.4,4.42,2.73,2212.5
333,1.08,Ideal,G,SI1,61.8,56,5256,6.55,6.58,4.06,4866.666667
334,2.05,Premium,G,SI2,60.1,59,16506,8.3,8.2,4.96,8051.707317
335,0.31,Very Good,H,VS2,62.5,60,489,4.31,4.36,2.71,1577.419355
336,2.03,Very Good,H,SI1,63,60,18781,8,7.93,5.02,9251.724138
337,0.78,Ideal,G,SI1,61.7,56,3056,5.9,5.93,3.65,3917.948718
338,0.5,Fair,G,VS1,60.3,66,1327,5.13,5.09,3.08,2654
339,1,Very Good,E,SI2,60.5,59,4435,6.44,6.48,3.91,4435
340,0.91,Ideal,D,SI2,62.2,57,2803,6.21,6.15,3.85,3080.21978
341,0.4,Premium,D,VS1,59.2,59,1200,4.81,4.79,2.84,3000
342,0.7,Very Good,F,SI1,61.4,57,2161,5.73,5.77,3.53,3087.142857
343,1.1,Ideal,F,VS1,61.5,55,8796,6.69,6.64,4.1,7996.363636
344,1.15,Premium,G,SI1,62,58,4863,6.77,6.68,4.17,4228.695652
345,1.2,Fair,H,SI2,65.6,57,3696,6.73,6.57,4.36,3080
346,1.01,Good,F,SI1,64.2,58,4276,6.33,6.31,4.06,4233.663366
347,1.1,Ideal,H,SI1,60.2,56,4916,6.82,6.74,4.08,4469.090909
348,0.52,Ideal,E,VS2,61.7,57,1694,5.17,5.1,3.17,3257.692308
349,0.5,Very Good,G,VVS1,61.3,57,1940,5.15,5.07,3.13,3880
350,0.33,Ideal,G,IF,61.7,55,946,4.47,4.48,2.76,2866.666667
351,0.54,Premium,G,SI1,61.7,59,1389,5.2,5.17,3.2,2572.222222
352,1.36,Ideal,F,VVS2,61.6,56,12608,7.17,7.08,4.39,9270.588235
353,1.56,Premium,D,SI2,61.1,56,8858,7.54,7.45,4.58,5678.205128
354,1.24,Very Good,E,SI1,61.7,59,8073,6.85,6.89,4.24,6510.483871
355,0.9,Premium,G,I1,61.3,59,1777,6.2,6.15,3.78,1974.444444
356,0.73,Ideal,D,SI2,62.4,56,2707,5.77,5.74,3.59,3708.219178
357,0.42,Ideal,G,SI2,60.7,57,829,4.87,4.84,2.95,1973.809524
358,1.51,Premium,G,SI1,62.2,58,10497,7.26,7.3,4.53,6951.655629
359,1.21,Very Good,I,SI1,61.2,62,5190,6.81,6.84,4.18,4289.256198
360,0.3,Premium,I,VS1,61.6,61,567,4.28,4.23,2.62,1890
361,0.32,Ideal,D,VS2,62.5,56,972,4.45,4.38,2.76,3037.5
362,0.59,Very Good,J,VS2,61.9,58,1287,5.35,5.38,3.32,2181.355932
363,0.31,Ideal,G,VS2,61.6,54,698,4.41,4.39,2.71,2251.612903
364,1.51,Premium,H,VS1,62.1,58,10775,7.32,7.26,4.53,7135.761589
365,2.03,Very Good,I,SI2,62.2,54,14239,8.11,8.15,5.06,7014.285714
366,2.33,Premium,J,SI1,59.9,59,14711,8.7,8.65,5.2,6313.733906
367,0.71,Ideal,H,VVS2,61.5,54,2594,5.74,5.8,3.55,3653.521127
368,0.59,Very Good,F,SI2,58.6,59,1247,5.53,5.57,3.25,2113.559322
369,1.02,Ideal,F,VS1,61,56,8157,6.52,6.49,3.97,7997.058824
370,0.41,Premium,J,VS2,61.9,59,611,4.69,4.74,2.92,1490.243902
371,0.3,Ideal,G,SI1,62,57,432,4.27,4.31,2.66,1440
372,1,Very Good,F,SI1,63.2,54,4088,6.3,6.23,3.96,4088
373,0.77,Premium,G,VS2,61.3,60,2846,5.91,5.81,3.59,3696.103896
374,0.73,Good,E,VS1,63.7,59,3146,5.67,5.69,3.62,4309.589041
375,0.58,Ideal,H,SI1,60.2,57,1421,5.47,5.43,3.28,2450
376,0.31,Ideal,F,VS2,62.2,56,749,4.39,4.36,2.72,2416.129032
377,1.5,Good,G,VS2,63.7,57,10669,7.29,7.25,4.63,7112.666667
378,1.01,Good,E,SI2,63.3,58,4149,6.29,6.35,4,4107.920792
379,1,Ideal,G,VS2,62.1,57,6612,6.42,6.37,3.97,6612
380,1.23,Ideal,G,VS2,61.5,54,7988,6.89,6.92,4.25,6494.308943
381,0.74,Ideal,F,VVS2,61.7,57,4157,5.79,5.84,3.59,5617.567568
382,2.01,Very Good,H,SI1,61.5,60,17003,8.09,8.01,4.95,8459.20398
383,0.41,Very Good,D,SI1,60.3,63,717,4.78,4.8,2.89,1748.780488
384,1.01,Very Good,E,SI1,58.2,59,5132,6.54,6.59,3.82,5081.188119
385,0.38,Ideal,G,VS2,61.9,54.1,757,4.66,4.69,2.89,1992.105263
386,0.51,Premium,D,VS2,62,60,1807,5.12,5.07,3.16,3543.137255
387,1.01,Premium,E,VVS1,61.6,58,10888,6.57,6.45,4.01,10780.19802
388,2.01,Very Good,H,SI2,63.4,57,16111,8,7.93,5.05,8015.422886
389,1.65,Ideal,D,SI2,61.5,56,10847,7.63,7.69,4.71,6573.939394
390,1.02,Ideal,G,SI1,62.1,55,5426,6.46,6.49,4.02,5319.607843
391,1.01,Ideal,I,I1,61.5,57,2896,6.46,6.45,3.97,2867.326733
392,0.35,Ideal,F,VS2,62.3,55,906,4.56,4.53,2.83,2588.571429
393,0.31,Good,E,VS2,59.1,56,651,4.41,4.46,2.62,2100
394,0.7,Good,D,VS1,60.4,62,3463,5.73,5.76,3.47,4947.142857
395,1.01,Premium,D,SI1,61.2,60,5780,6.47,6.41,3.94,5722.772277
396,1.09,Ideal,G,VVS1,61,54,9282,6.63,6.72,4.07,8515.59633
397,0.72,Ideal,D,VS2,60.9,55,3236,5.77,5.89,3.55,4494.444444
398,1.33,Premium,H,SI2,61.9,58,5214,7.07,7.01,4.36,3920.300752
399,2.01,Ideal,J,SI1,62.1,56,12048,8.08,8.03,5,5994.029851
400,1.6,Ideal,F,SI1,62.2,55,12379,7.47,7.5,4.65,7736.875
401,0.31,Very Good,E,IF,61.6,54,958,4.38,4.42,2.71,3090.322581
402,1.24,Very Good,H,SI2,61.2,57,5592,6.87,7.02,4.25,4509.677419
403,0.9,Good,G,VS2,62.9,62,3918,6.02,6.06,3.8,4353.333333
404,0.52,Premium,F,SI1,59.5,59,1244,5.24,5.31,3.14,2392.307692
405,0.71,Premium,J,VVS2,60.3,59,1843,5.79,5.82,3.5,2595.774648
406,1.06,Premium,H,VS2,60.8,59,5205,6.55,6.58,3.99,4910.377358
407,0.33,Very Good,E,SI1,62.7,56,579,4.39,4.45,2.77,1754.545455
408,0.4,Ideal,E,VS1,61.2,57,1053,4.74,4.77,2.91,2632.5
409,0.71,Very Good,I,SI1,60.2,58,2063,5.76,5.83,3.49,2905.633803
410,0.3,Very Good,H,VS1,62,58,526,4.24,4.28,2.64,1753.333333
411,1.07,Ideal,H,VS2,62,57,5820,6.55,6.58,4.07,5439.252336
412,0.31,Ideal,G,VS1,61,56,824,4.4,4.35,2.67,2658.064516
413,1.31,Premium,G,VS2,60.3,58,9296,7.13,7.1,4.29,7096.183206
414,1.13,Ideal,F,VS2,60.1,56,8157,6.76,6.84,4.09,7218.584071
415,0.33,Ideal,D,SI1,62.5,54,608,4.43,4.44,2.77,1842.424242
416,0.72,Ideal,F,VS2,61.1,56,2607,5.83,5.79,3.55,3620.833333
417,0.73,Ideal,I,VS2,62.2,54,2335,5.76,5.78,3.59,3198.630137
418,0.33,Ideal,E,VS2,61.9,56,928,4.46,4.43,2.75,2812.121212
419,0.72,Very Good,E,VS2,59.8,57,3270,5.84,5.89,3.51,4541.666667
420,1.01,Premium,H,VS2,61,61,5190,6.47,6.39,3.92,5138.613861
421,1.01,Very Good,G,VVS1,63.1,59,7412,6.42,6.33,4.02,7338.613861
422,0.9,Ideal,E,VS1,61.3,57,5335,6.2,6.24,3.81,5927.777778
423,0.31,Ideal,E,VS2,62.6,56,872,4.33,4.3,2.7,2812.903226
424,1.01,Very Good,E,VS1,62.9,60,7332,6.33,6.43,4.01,7259.405941
425,0.5,Premium,G,VS1,60.7,62,1629,5.1,5.08,3.09,3258
426,0.41,Ideal,E,SI1,62.6,57,755,4.72,4.73,2.96,1841.463415
427,0.31,Ideal,D,SI1,61.3,55,565,4.36,4.41,2.69,1822.580645
428,1.22,Premium,G,VS1,61.3,58,8779,6.91,6.89,4.23,7195.901639
429,0.32,Ideal,G,VS1,62.4,56,679,4.37,4.38,2.73,2121.875
430,0.31,Ideal,F,VVS1,62.4,55,985,4.34,4.32,2.7,3177.419355
431,0.5,Premium,E,VS2,62.3,60,1624,5.05,5.09,3.16,3248
432,0.4,Ideal,J,VVS1,61.9,56,1136,4.74,4.79,2.95,2840
433,0.43,Premium,H,VS1,62.3,58,1113,4.81,4.75,2.98,2588.372093
434,2.02,Premium,I,SI2,58,58,13117,8.34,8.25,4.81,6493.564356
435,0.41,Premium,E,SI1,60.1,60,755,4.79,4.83,2.89,1841.463415
436,0.38,Ideal,H,VVS2,61.4,57,1069,4.65,4.63,2.85,2813.157895
437,0.32,Ideal,D,SI2,59.8,57,612,4.46,4.4,2.65,1912.5
438,1.21,Ideal,E,VVS1,62,55,13595,6.8,6.88,4.24,11235.53719
439,1.67,Ideal,I,VS1,61.6,59,11975,7.64,7.61,4.7,7170.658683
440,0.5,Very Good,J,VS2,63.4,58,1023,5.07,5.02,3.2,2046
441,1.22,Premium,I,VS1,59.4,60,6504,7.02,6.96,4.15,5331.147541
442,0.62,Fair,F,VVS2,57.1,60,2088,5.65,5.7,3.24,3367.741935
443,0.33,Very Good,G,VS2,62,58,579,4.42,4.45,2.75,1754.545455
444,0.75,Ideal,J,VS1,61.9,56,2161,5.81,5.85,3.61,2881.333333
445,0.35,Ideal,F,VVS1,61.3,55,1096,4.55,4.58,2.8,3131.428571
446,1.05,Premium,D,SI1,59.3,58,6174,6.74,6.68,3.98,5880
447,1.03,Very Good,F,VS1,60.2,55,6733,6.62,6.56,3.97,6536.893204
448,0.32,Very Good,G,VVS2,61.5,54,672,4.4,4.42,2.71,2100
449,0.7,Good,D,SI1,64.2,60,2318,5.62,5.59,3.6,3311.428571
450,1.15,Very Good,D,VS2,61.4,57,7662,6.7,6.78,4.14,6662.608696
451,0.42,Ideal,E,VS2,61.7,56,1024,4.82,4.8,2.97,2438.095238
452,0.32,Ideal,H,VVS2,61.7,56,645,4.37,4.42,2.71,2015.625
453,1.02,Ideal,I,VS2,62.8,57,3148,6.45,6.39,4.03,3086.27451
454,0.6,Ideal,E,VS1,61.6,55,2442,5.43,5.48,3.36,4070
455,1.7,Premium,I,VS2,62,59,10929,7.6,7.55,4.7,6428.823529
456,0.3,Ideal,I,VS2,62.1,54,438,4.32,4.35,2.69,1460
457,0.71,Ideal,D,SI2,60,57,2633,5.83,5.81,3.49,3708.450704
458,0.42,Ideal,G,VS1,62.7,54,984,4.83,4.8,3.02,2342.857143
459,1.07,Premium,G,SI2,62,59,4401,6.54,6.5,4.04,4113.084112
460,0.67,Very Good,G,VVS1,62,56,3178,5.6,5.62,3.48,4743.283582
461,0.32,Ideal,E,VVS2,62.1,53,779,4.41,4.44,2.75,2434.375
462,0.56,Ideal,H,VS2,61.3,56,1625,5.32,5.27,3.25,2901.785714
463,0.3,Very Good,G,VVS1,60.7,56,725,4.32,4.35,2.63,2416.666667
464,0.5,Ideal,D,VS1,61.6,57,2025,5.13,5.09,3.15,4050
465,0.81,Very Good,E,SI2,63.7,57,2735,5.86,5.94,3.76,3376.54321
466,0.36,Ideal,F,SI1,61.5,56,600,4.59,4.62,2.83,1666.666667
467,1.06,Ideal,J,VS2,62.4,54,4643,6.51,6.57,4.08,4380.188679
468,0.4,Premium,F,VVS1,60.2,59,1263,4.74,4.76,2.86,3157.5
469,1.01,Good,F,SI2,64.3,59,4197,6.33,6.26,4.05,4155.445545
470,0.33,Good,F,VS2,59.5,61,643,4.49,4.54,2.68,1948.484848
471,0.3,Ideal,E,VVS2,62.3,57,766,4.29,4.31,2.68,2553.333333
472,1.05,Ideal,F,SI1,60.6,59,5586,6.51,6.56,3.96,5320
473,2.02,Premium,I,SI1,62.5,59,16191,8.05,8.01,5.02,8015.346535
474,0.77,Premium,G,VS2,61.2,58,2780,5.9,5.93,3.62,3610.38961
475,3.01,Good,H,SI2,57.6,64,18593,9.44,9.38,5.42,6177.076412
476,0.93,Ideal,I,SI1,62.5,55,3856,6.23,6.29,3.91,4146.236559
477,1.06,Ideal,F,SI1,61.7,55,6363,6.58,6.56,4.06,6002.830189
478,1.03,Ideal,H,SI2,61.1,57,4384,6.55,6.52,3.99,4256.31068
479,0.31,Premium,H,VVS2,62.6,58,802,4.31,4.28,2.69,2587.096774
480,0.31,Very Good,H,VVS2,61.4,58,625,4.32,4.37,2.67,2016.129032
481,0.41,Ideal,D,SI1,60.8,57,791,4.8,4.84,2.93,1929.268293
482,2.03,Ideal,J,SI2,62.1,57,12716,8.06,8.12,5.02,6264.039409
483,0.41,Premium,J,VS1,62.1,58,830,4.79,4.75,2.96,2024.390244
484,0.91,Very Good,H,SI1,63.4,56,3771,6.18,6.1,3.89,4143.956044
485,0.7,Very Good,G,SI1,63.2,58,2117,5.64,5.6,3.55,3024.285714
486,0.52,Ideal,D,VS2,61.3,56,1919,5.2,5.15,3.17,3690.384615
487,0.31,Ideal,D,SI1,61.9,57,548,4.36,4.39,2.71,1767.741935
488,0.63,Ideal,E,VS2,61.5,56,2513,5.48,5.54,3.39,3988.888889
489,1.13,Premium,F,VS2,59.8,61,6822,6.81,6.76,4.06,6037.168142
490,1.01,Ideal,E,VVS1,62.2,57,10887,6.38,6.44,3.99,10779.20792
491,1.21,Ideal,I,VS1,61.8,56,7037,6.83,6.87,4.23,5815.702479
492,0.9,Ideal,I,VS2,61.3,56,3805,6.24,6.2,3.81,4227.777778
493,1.3,Very Good,E,SI1,59.1,60,7963,7.12,7.17,4.22,6125.384615
494,0.52,Premium,E,VS2,62.5,60,1694,5.14,5.1,3.2,3257.692308
495,1.02,Ideal,G,VS1,62.2,56,6683,6.46,6.4,4,6551.960784
496,0.84,Premium,F,SI2,62.3,59,2863,6.06,6.01,3.76,3408.333333
497,1.03,Premium,E,VS2,60,59,6344,6.54,6.6,3.94,6159.223301
498,1.54,Premium,E,VS2,60.8,58,15323,7.44,7.39,4.51,9950
499,0.75,Premium,D,SI2,60.3,61,2307,5.88,5.86,3.54,3076
500,0.28,Very Good,H,VS1,62.4,56,429,4.2,4.23,2.63,1532.142857
501,0.39,Very Good,G,VVS1,63.2,57,943,4.62,4.65,2.93,2417.948718
502,1.52,Premium,E,VS1,59.9,60,16779,7.47,7.39,4.45,11038.81579
503,0.45,Good,E,SI1,63.9,57,1063,4.86,4.81,3.09,2362.222222
504,0.34,Very Good,F,SI2,63.3,54,574,4.48,4.46,2.83,1688.235294
505,1.21,Ideal,G,VS1,62.6,56,8774,6.81,6.77,4.25,7251.239669
506,0.71,Ideal,E,SI1,62.9,57,2651,5.67,5.72,3.58,3733.802817
507,1,Good,J,VVS1,63.5,59,4633,6.29,6.34,4.01,4633
508,0.51,Ideal,D,VS2,60.5,56,1644,5.2,5.21,3.15,3223.529412
509,1,Premium,E,VS2,62.8,62,6272,6.29,6.26,3.94,6272
510,1.19,Premium,G,SI2,58.9,60,4758,7,6.92,4.09,3998.319328
511,0.41,Ideal,E,VVS1,61.7,56,1367,4.78,4.82,2.96,3334.146341
512,0.3,Premium,G,VS1,60.8,61,725,4.34,4.31,2.63,2416.666667
513,0.56,Very Good,H,SI2,62,63,956,5.26,5.21,3.27,1707.142857
514,1.01,Premium,D,VS1,61.1,56,6733,6.43,6.36,3.91,6666.336634
515,0.42,Good,F,VS1,59.9,65,1088,4.83,4.89,2.91,2590.47619
516,2.01,Fair,I,I1,55.9,64,5696,8.48,8.39,4.71,2833.830846
517,0.7,Ideal,F,VS2,60.8,56,2942,5.78,5.79,3.52,4202.857143
518,1.01,Very Good,D,SI1,62.4,58,4666,6.39,6.47,4.01,4619.80198
519,1.56,Good,H,SI1,63.7,57,7862,7.34,7.25,4.65,5039.74359
520,0.3,Ideal,F,VS2,61.6,56,573,4.3,4.33,2.66,1910
521,0.75,Ideal,E,SI2,61.7,55,2609,5.9,5.86,3.63,3478.666667
522,1.2,Premium,G,SI1,62.2,58,5154,6.8,6.7,4.2,4295
523,0.7,Ideal,D,SI1,61.8,56,3454,5.7,5.72,3.53,4934.285714
524,0.72,Fair,F,VS1,56.9,69,2879,5.93,5.77,3.33,3998.611111
525,1.01,Good,E,SI1,59.3,64,4399,6.47,6.49,3.84,4355.445545
526,1.12,Very Good,H,SI2,62.4,55,4538,6.63,6.68,4.15,4051.785714
527,0.4,Premium,E,SI1,62.8,59,907,4.73,4.7,2.96,2267.5
528,0.32,Ideal,D,SI1,62.8,56,756,4.42,4.37,2.76,2362.5
529,1.32,Premium,J,SI2,61.2,59,4160,7.08,7.04,4.32,3151.515152
530,0.3,Ideal,D,SI1,61,56,552,4.35,4.37,2.66,1840
531,1.01,Very Good,E,VS1,63.1,56,9955,6.44,6.39,4.05,9856.435644
532,1,Fair,G,SI1,65.2,62,3965,6.19,6.08,4.01,3965
533,1.6,Premium,J,SI1,62.2,58,7550,7.48,7.54,4.67,4718.75
534,0.4,Ideal,D,VS1,62.3,56,1059,4.74,4.77,2.96,2647.5
535,1.7,Good,H,SI1,63.9,56,11869,7.61,7.53,4.84,6981.764706
536,0.7,Ideal,G,SI1,61.9,58,2310,5.69,5.72,3.53,3300
537,0.34,Ideal,I,SI1,60.2,57,589,4.54,4.5,2.72,1732.352941
538,0.34,Ideal,D,VVS1,61.7,56,1133,4.46,4.48,2.76,3332.352941
539,0.33,Ideal,H,IF,62.1,55,1114,4.44,4.41,2.75,3375.757576
540,0.31,Good,D,VS2,63.6,56,567,4.26,4.32,2.73,1829.032258
541,0.91,Very Good,F,SI2,60.6,56,4081,6.27,6.3,3.81,4484.615385
542,0.32,Good,D,SI1,63.3,57,589,4.37,4.38,2.77,1840.625
543,0.3,Very Good,H,VVS1,63.4,55,878,4.3,4.28,2.72,2926.666667
544,0.33,Ideal,F,VVS1,62,59,829,4.42,4.45,2.75,2512.121212
545,0.51,Very Good,D,SI1,60.4,61,1425,5.09,5.14,3.09,2794.117647
546,0.31,Ideal,F,VS2,62.6,57,802,4.33,4.27,2.69,2587.096774
547,0.32,Ideal,D,VS2,61,56,972,4.46,4.42,2.71,3037.5
548,0.93,Premium,H,SI1,62.8,58,3646,6.24,6.21,3.91,3920.430108
549,0.58,Very Good,H,SI1,58.4,59,1239,5.48,5.51,3.21,2136.206897
550,1.17,Ideal,H,VS2,62.4,58,6558,6.73,6.71,4.19,5605.128205
551,1.64,Ideal,I,VS2,62.5,56,10562,7.58,7.52,4.72,6440.243902
552,0.57,Ideal,F,SI1,61.9,56,1759,5.33,5.37,3.31,3085.964912
553,0.32,Premium,E,SI1,60.1,60,720,4.47,4.42,2.67,2250
554,0.82,Very Good,J,SI2,62,58,2175,5.93,5.98,3.69,2652.439024
555,0.32,Ideal,E,VS2,62.7,55,900,4.38,4.36,2.74,2812.5
556,0.21,Premium,D,VS2,61.6,59,386,3.82,3.78,2.34,1838.095238
557,0.32,Very Good,G,VVS1,60.9,61,842,4.37,4.4,2.67,2631.25
558,0.61,Premium,D,SI1,61.6,58,1614,5.37,5.34,3.3,2645.901639
559,0.51,Ideal,E,VS2,61.4,57,1656,5.13,5.16,3.16,3247.058824
560,1.23,Premium,H,VS1,61.1,58,7577,6.91,6.86,4.21,6160.162602
561,0.9,Very Good,H,VS1,63,59,4136,6.1,6.13,3.85,4595.555556
562,1.12,Ideal,G,I1,60.3,57,3874,6.73,6.8,4.08,3458.928571
563,0.33,Ideal,G,VVS1,61.7,56,868,4.45,4.47,2.75,2630.30303
564,1.01,Very Good,D,SI1,62.8,60,5832,6.36,6.42,4.01,5774.257426
565,2.02,Very Good,H,SI1,61.1,58,18236,8.07,8.16,4.96,9027.722772
566,1.02,Ideal,F,VS2,62.7,54,6479,6.42,6.5,4.05,6351.960784
567,0.9,Good,I,VS2,63.8,55,3246,6.16,6.07,3.9,3606.666667
568,1.11,Ideal,J,SI2,62.5,57,4073,6.64,6.6,4.14,3669.369369
569,0.33,Premium,I,VS1,59.5,60,521,4.5,4.54,2.69,1578.787879
570,0.3,Good,G,VVS2,63.5,54,684,4.25,4.26,2.7,2280
571,0.91,Premium,J,SI1,62.8,59,2905,6.19,6.14,3.87,3192.307692
572,1.7,Very Good,H,SI1,63.6,59,11560,7.46,7.55,4.77,6800
573,0.55,Premium,E,VS2,60.5,58,1881,5.32,5.26,3.2,3420
574,0.54,Ideal,E,VS2,61.8,55,1567,5.22,5.26,3.24,2901.851852
575,0.32,Ideal,E,VS2,61.9,56,900,4.4,4.36,2.71,2812.5
576,0.9,Very Good,F,SI1,63.3,57,4054,6.1,6.16,3.88,4504.444444
577,1,Ideal,G,VS2,60.5,56,6328,6.54,6.49,3.94,6328
578,0.59,Very Good,G,VVS2,62.5,57,2155,5.32,5.36,3.34,3652.542373
579,1.06,Ideal,G,SI2,62.3,55,3936,6.54,6.49,4.06,3713.207547
580,0.33,Ideal,H,VVS2,62.2,56,666,4.44,4.46,2.77,2018.181818
581,1.57,Very Good,J,SI2,62.1,60,6702,7.37,7.41,4.59,4268.789809
582,0.39,Premium,G,SI1,61.4,56,936,4.75,4.7,2.9,2400
583,1.07,Very Good,E,IF,58.6,63,11475,6.7,6.79,3.95,10724.29907
584,0.51,Very Good,E,SI1,62.9,55,1284,5.06,5.12,3.2,2517.647059
585,0.74,Fair,G,VVS2,65.2,58,2959,5.7,5.6,3.69,3998.648649
586,0.31,Premium,D,VS1,59.7,58,1011,4.45,4.4,2.64,3261.290323
587,2.01,Good,I,SI1,64.1,62,13464,7.85,7.94,5.06,6698.507463
588,0.9,Premium,H,VS2,61.8,56,4082,6.25,6.18,3.84,4535.555556
589,1.12,Ideal,G,SI2,61.3,55,4990,6.74,6.7,4.12,4455.357143
590,0.8,Ideal,I,VS1,62.6,54,2842,5.92,5.96,3.72,3552.5
591,0.51,Very Good,F,VS1,60.8,59,1961,5.15,5.18,3.14,3845.098039
592,1.01,Very Good,G,IF,62.8,57,8621,6.39,6.42,4.02,8535.643564
593,0.35,Premium,H,VVS1,62.1,58,1024,4.52,4.46,2.79,2925.714286
594,0.58,Premium,E,VS2,59.6,59,2192,5.43,5.38,3.22,3779.310345
595,1.52,Fair,G,VS2,55.2,66,10623,7.72,7.67,4.26,6988.815789
596,0.31,Premium,F,VS2,61.4,55,802,4.34,4.32,2.66,2587.096774
597,0.3,Very Good,G,SI1,63.2,55,536,4.29,4.26,2.7,1786.666667
598,0.56,Ideal,F,VS1,61.7,55.1,1981,5.29,5.33,3.27,3537.5
599,0.31,Premium,H,SI1,62.8,58,558,4.32,4.28,2.7,1800
600,0.41,Premium,F,VS2,60.3,60,863,4.81,4.84,2.91,2104.878049
601,0.32,Ideal,G,IF,61.3,56,905,4.4,4.44,2.71,2828.125
602,0.3,Ideal,D,SI1,61.7,57,524,4.28,4.31,2.65,1746.666667
603,0.62,Premium,J,VVS2,60.9,58,1415,5.5,5.56,3.37,2282.258065
604,1.04,Premium,E,VVS1,60.9,58,11382,6.61,6.53,4,10944.23077
605,0.4,Ideal,H,SI1,62.1,55,705,4.73,4.77,2.95,1762.5
606,0.33,Ideal,F,VS2,62.6,55,854,4.42,4.4,2.76,2587.878788
607,0.77,Very Good,J,VS2,62.1,62,1843,5.82,5.87,3.63,2393.506494
608,0.53,Ideal,F,SI1,61.6,54,1284,5.23,5.25,3.23,2422.641509
609,0.78,Ideal,G,SI1,60.6,57,3004,5.95,5.97,3.61,3851.282051
610,0.33,Ideal,G,VVS2,61.6,54,730,4.44,4.49,2.75,2212.121212
611,0.56,Ideal,G,VS1,61,56,2230,5.31,5.35,3.25,3982.142857
612,0.32,Ideal,F,VVS1,61.6,55,854,4.4,4.43,2.72,2668.75
613,0.5,Ideal,H,IF,61,56,1923,5.15,5.17,3.15,3846
614,0.46,Good,F,VS1,59.2,63,1228,5,5.03,2.97,2669.565217
615,1.01,Very Good,G,VS2,61.6,61,5759,6.36,6.46,3.95,5701.980198
616,2.01,Very Good,H,SI1,62.8,59,17759,7.99,8.04,5.03,8835.323383
617,0.98,Premium,F,SI2,61.8,58,4308,6.37,6.32,3.92,4395.918367
618,1.01,Very Good,G,SI1,60.2,58,4719,6.5,6.59,3.94,4672.277228
619,1.36,Very Good,D,VVS2,62.6,58,14236,7.06,7.21,4.47,10467.64706
620,0.92,Premium,E,SI1,61.7,57,4637,6.32,6.2,3.86,5040.217391
621,0.34,Ideal,E,SI1,61,57,596,4.48,4.51,2.74,1752.941176
622,0.71,Premium,E,VS2,59,59,2735,5.88,5.78,3.44,3852.112676
623,0.4,Ideal,J,VVS2,61.8,55,662,4.76,4.79,2.95,1655
624,0.42,Ideal,I,SI1,61.6,55,690,4.83,4.85,2.98,1642.857143
625,0.72,Very Good,E,VVS1,60.8,58,4339,5.79,5.83,3.53,6026.388889
626,1.03,Ideal,G,VS2,61.1,57,7726,6.51,6.54,3.99,7500.970874
627,0.3,Ideal,I,VVS2,62.6,56,515,4.26,4.3,2.68,1716.666667
628,0.72,Ideal,I,VVS2,61.6,57,2602,5.73,5.76,3.54,3613.888889
629,0.8,Good,D,SI2,64,60,2229,5.91,5.81,3.75,2786.25
630,0.7,Very Good,F,SI2,59.6,61,2039,5.8,5.88,3.48,2912.857143
631,0.33,Ideal,F,VVS1,61.9,55,893,4.43,4.46,2.75,2706.060606
632,1.05,Ideal,H,SI2,61.2,57,4331,6.55,6.62,4.03,4124.761905
633,0.33,Premium,G,VVS2,60.9,57,965,4.5,4.43,2.72,2924.242424
634,1.01,Premium,F,VS2,62.3,58,6244,6.34,6.4,3.97,6182.178218
635,0.5,Premium,F,VS2,62.2,59,1436,5.06,5.1,3.16,2872
636,1.5,Premium,H,VS1,59.9,60,11189,7.44,7.39,4.44,7459.333333
637,0.33,Premium,E,SI1,60.9,58,743,4.5,4.46,2.73,2251.515152
638,0.32,Ideal,D,SI2,61.7,55,612,4.4,4.38,2.71,1912.5
639,0.43,Premium,F,VS1,62.2,61,1129,4.83,4.75,2.98,2625.581395
640,0.72,Ideal,H,VVS1,59.9,59,2979,5.76,5.82,3.47,4137.5
641,1.03,Very Good,F,SI2,63.1,57,3668,6.42,6.38,4.04,3561.165049
642,0.42,Premium,G,VVS1,59.3,59,1235,4.92,4.9,2.91,2940.47619
643,0.33,Very Good,G,VVS2,61.2,57,752,4.42,4.44,2.71,2278.787879
644,1.41,Good,G,SI1,63.7,57,7738,7.13,7.03,4.51,5487.943262
645,0.25,Ideal,E,VS2,60.6,57,535,4.08,4.11,2.48,2140
646,0.71,Premium,E,VVS1,61.8,56,3936,5.71,5.68,3.52,5543.661972
647,0.31,Ideal,D,VS2,62.7,55,942,4.34,4.31,2.71,3038.709677
648,1.16,Premium,G,SI2,62.6,58,4969,6.72,6.66,4.19,4283.62069
649,0.62,Very Good,H,SI1,60.1,61,1446,5.55,5.59,3.35,2332.258065
650,1,Good,E,SI1,63.7,60,5082,6.24,6.29,3.99,5082
651,0.9,Good,H,VS2,64.1,56,3902,6,6.05,3.86,4335.555556
652,1,Fair,F,VS1,65.3,59,6397,6.25,6.21,4.07,6397
653,0.71,Very Good,I,SI1,62.6,63,1883,5.61,5.54,3.49,2652.112676
